movie_title,duration,budget,gross,imdb_score,success_category,num_voted_users,movie_facebook_likes,director_facebook_likes,title_year,genres,country,language,content_rating,aspect_ratio,color,profit,roi,budget_millions,gross_millions
Secretariat ,123.0,35000000.0,59699513.0,7.2,Hit,20827,0,130.0,2010.0,Biography|Drama|Family|History|Sport,USA,English,PG,2.35,Color,24699513.0,70.57003714285715,35.0,59.699513
TMNT ,87.0,34000000.0,54132596.0,6.3,Hit,53786,0,14.0,2007.0,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Hong Kong,English,PG,2.35,Color,20132596.0,59.21351764705882,34.0,54.132596
Radio ,109.0,35000000.0,52277485.0,6.9,Hit,32370,0,19.0,2003.0,Biography|Drama|Sport,USA,English,PG,1.85,Color,17277485.0,49.36424285714286,35.0,52.277485
Friends with Benefits ,109.0,35000000.0,55802754.0,6.6,Hit,270228,41000,87.0,2011.0,Comedy|Romance,USA,English,R,2.35,Color,20802754.0,59.436440000000005,35.0,55.802754
Neighbors 2: Sorority Rising ,92.0,35000000.0,55291815.0,6.0,Average,28041,0,89.0,2016.0,Comedy,USA,English,R,2.35,Color,20291815.0,57.97661428571429,35.0,55.291815
Saving Mr. Banks ,125.0,35000000.0,83299761.0,7.5,Hit,117719,39000,102.0,2013.0,Biography|Comedy|Drama|History|Music,USA,English,PG-13,2.35,Color,48299761.0,137.99931714285714,35.0,83.299761
Malcolm X ,202.0,33000000.0,48169908.0,7.7,Hit,63923,0,0.0,1992.0,Biography|Drama|History|Romance,USA,English,PG-13,1.85,Color,15169908.0,45.969418181818185,33.0,48.169908
This Is 40 ,134.0,35000000.0,67523385.0,6.2,Hit,104005,18000,0.0,2012.0,Comedy,USA,English,R,2.35,Color,32523385.0,92.92395714285713,35.0,67.523385
Old Dogs ,88.0,35000000.0,49474048.0,5.4,Average,31191,0,12.0,2009.0,Comedy|Family,USA,English,PG,1.85,Color,14474048.0,41.35442285714286,35.0,49.474048
Underworld: Rise of the Lycans ,92.0,35000000.0,45802315.0,6.6,Hit,119974,0,148.0,2009.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,USA,English,R,2.35,Color,10802315.0,30.863757142857146,35.0,45.802315
License to Wed ,91.0,35000000.0,43792641.0,5.3,Average,32157,913,42.0,2007.0,Comedy|Romance,USA,English,PG-13,2.35,Color,8792641.0,25.12183142857143,35.0,43.792641
The Benchwarmers ,75.0,33000000.0,57651794.0,5.6,Average,40651,0,221.0,2006.0,Comedy|Romance|Sport,USA,English,PG-13,1.85,Color,24651794.0,74.70240606060607,33.0,57.651794
Must Love Dogs ,98.0,30000000.0,43894863.0,5.9,Average,25883,0,30.0,2005.0,Comedy|Romance,USA,English,PG-13,2.35,Color,13894863.0,46.316210000000005,30.0,43.894863
Donnie Brasco ,147.0,35000000.0,41954997.0,7.8,Hit,225122,0,179.0,1997.0,Biography|Crime|Drama,USA,English,R,2.35,Color,6954997.0,19.87142,35.0,41.954997
Resident Evil ,100.0,33000000.0,39532308.0,6.7,Hit,198701,0,545.0,2002.0,Action|Horror|Sci-Fi,UK,English,R,1.85,Color,6532308.0,19.79487272727273,33.0,39.532308
Poltergeist ,120.0,10700000.0,76600000.0,7.4,Hit,105446,11000,365.0,1982.0,Fantasy|Horror,USA,English,PG,2.35,Color,65900000.0,615.8878504672897,10.7,76.6
The Ladykillers ,104.0,35000000.0,39692139.0,6.2,Hit,84131,0,1000.0,2004.0,Comedy|Crime|Thriller,USA,English,R,1.85,Color,4692139.0,13.40611142857143,35.0,39.692139
Max Payne ,103.0,35000000.0,40687294.0,5.4,Average,107772,0,212.0,2008.0,Action|Crime|Drama|Mystery|Thriller,Canada,English,PG-13,2.35,Color,5687294.0,16.249411428571428,35.0,40.687294
In Time ,109.0,40000000.0,37553932.0,6.7,Hit,304318,52000,487.0,2011.0,Action|Sci-Fi|Thriller,USA,English,PG-13,2.35,Color,-2446068.0,-6.11517,40.0,37.553932
The Back-up Plan ,104.0,35000000.0,37481242.0,5.3,Average,40654,0,16.0,2010.0,Comedy|Romance,USA,English,PG-13,2.35,Color,2481242.0,7.089262857142857,35.0,37.481242
Something Borrowed ,112.0,35000000.0,39026186.0,5.9,Average,48019,13000,42.0,2011.0,Comedy|Drama|Romance,USA,English,PG-13,1.85,Color,4026186.0,11.503388571428571,35.0,39.026186
Hit the Floor             ,60.0,0.0,0.0,7.0,Hit,1641,265,,,Drama|Romance,USA,English,,,Color,0.0,,0.0,0.0
Black Knight ,95.0,50000000.0,33422806.0,4.8,Average,30771,0,19.0,2001.0,Adventure|Comedy|Fantasy,USA,English,PG-13,2.35,Color,-16577194.0,-33.154388000000004,50.0,33.422806
The Bad News Bears ,102.0,0.0,0.0,7.3,Hit,16323,0,23.0,1976.0,Comedy|Drama|Family|Sport,USA,English,PG,1.85,Color,0.0,,0.0,0.0
Street Fighter ,102.0,35000000.0,33423521.0,3.8,Average,53115,0,133.0,1994.0,Action|Adventure|Comedy|Thriller,Japan,English,PG-13,2.35,Color,-1576479.0,-4.504225714285715,35.0,33.423521
The Pianist ,150.0,35000000.0,32519322.0,8.5,Hit,497946,21000,2000.0,2002.0,Biography|Drama|War,France,English,R,1.85, Black and White,-2480678.0,-7.087651428571428,35.0,32.519322
From Hell ,122.0,35000000.0,31598308.0,6.8,Hit,124765,0,117.0,2001.0,Horror|Mystery|Thriller,USA,English,R,2.35,Color,-3401692.0,-9.71912,35.0,31.598308
The Nativity Story ,101.0,30000000.0,37617947.0,6.8,Hit,8143,0,308.0,2006.0,Drama|Family|Fantasy,USA,English,PG,2.35,Color,7617947.0,25.393156666666666,30.0,37.617947
House of Wax ,108.0,30000000.0,32048809.0,5.3,Average,94456,0,174.0,2005.0,Horror,Australia,English,R,1.85,Color,2048809.0,6.829363333333334,30.0,32.048809
Closer ,98.0,27000000.0,33987757.0,7.3,Hit,168314,12000,0.0,2004.0,Drama|Romance,USA,English,R,1.85,Color,6987757.0,25.880581481481478,27.0,33.987757
J. Edgar ,137.0,35000000.0,37304950.0,6.6,Hit,102728,16000,16000.0,2011.0,Biography|Crime|Drama,USA,English,R,2.35,Color,2304950.0,6.585571428571428,35.0,37.30495
Mirrors ,112.0,35000000.0,30691439.0,6.2,Hit,86205,5000,192.0,2008.0,Horror|Mystery,USA,English,R,2.35,Color,-4308561.0,-12.310174285714286,35.0,30.691439
Queen of the Damned ,101.0,35000000.0,30307804.0,5.2,Average,43991,0,48.0,2002.0,Drama|Fantasy|Horror,USA,English,R,2.35,Color,-4692196.0,-13.406274285714288,35.0,30.307804
Predator 2 ,103.0,35000000.0,30669413.0,6.2,Hit,105478,0,81.0,1990.0,Action|Horror|Sci-Fi,USA,English,R,1.37,Color,-4330587.0,-12.373105714285714,35.0,30.669413
Untraceable ,101.0,35000000.0,28687835.0,6.2,Hit,40964,0,40.0,2008.0,Crime|Drama|Thriller,USA,English,R,2.35,Color,-6312165.0,-18.034757142857146,35.0,28.687835
Blast from the Past ,112.0,35000000.0,26494611.0,6.6,Hit,48621,0,37.0,1999.0,Comedy|Drama|Romance|Sci-Fi,USA,English,PG-13,2.35,Color,-8505389.0,-24.301111428571428,35.0,26.494611
Flash Gordon ,111.0,20000000.0,0.0,6.4,Hit,38017,12000,24.0,1980.0,Action|Adventure|Sci-Fi,UK,English,PG,2.35,Color,-20000000.0,-100.0,20.0,0.0
Jersey Girl ,102.0,35000000.0,25266129.0,6.2,Hit,54346,0,0.0,2004.0,Comedy|Drama|Romance,USA,English,PG-13,2.35,Color,-9733871.0,-27.811059999999998,35.0,25.266129
Alex Cross ,101.0,35000000.0,25863915.0,5.1,Average,28257,11000,357.0,2012.0,Action|Crime|Mystery|Thriller,USA,English,PG-13,2.35,Color,-9136085.0,-26.1031,35.0,25.863915
Midnight in the Garden of Good and Evil ,155.0,30000000.0,25078937.0,6.6,Hit,31751,0,16000.0,1997.0,Crime|Drama|Mystery|Thriller,USA,English,R,1.85,Color,-4921063.0,-16.403543333333335,30.0,25.078937
Heist ,93.0,19000000.0,0.0,6.1,Hit,16193,0,8.0,2015.0,Action|Crime|Thriller,USA,English,R,2.35,Color,-19000000.0,-100.0,19.0,0.0
Nanny McPhee Returns ,109.0,35000000.0,28995450.0,6.1,Hit,19230,0,24.0,2010.0,Comedy|Family|Fantasy,UK,English,PG,2.35,Color,-6004550.0,-17.15585714285714,35.0,28.99545
Hoffa ,140.0,35000000.0,24276500.0,6.6,Hit,17124,949,0.0,1992.0,Biography|Crime|Drama,USA,English,R,2.35,Color,-10723500.0,-30.638571428571424,35.0,24.2765
The X Files: I Want to Believe ,108.0,30000000.0,20981633.0,5.9,Average,78256,0,251.0,2008.0,Drama|Mystery|Sci-Fi|Thriller,USA,English,PG-13,2.35,Color,-9018367.0,-30.06122333333333,30.0,20.981633
Ella Enchanted ,96.0,35000000.0,22913677.0,6.3,Hit,47800,0,13.0,2004.0,Comedy|Family|Fantasy|Romance,USA,English,PG,1.85,Color,-12086323.0,-34.53235142857143,35.0,22.913677
Concussion ,123.0,35000000.0,34531832.0,7.1,Hit,44788,23000,15.0,2015.0,Biography|Drama|Sport,UK,English,PG-13,2.35,Color,-468168.0,-1.3376228571428572,35.0,34.531832
Abduction ,106.0,35000000.0,28064226.0,5.0,Average,65044,13000,309.0,2011.0,Action|Mystery|Thriller,USA,English,PG-13,2.35,Color,-6935774.0,-19.81649714285714,35.0,28.064226
Valiant ,76.0,35000000.0,19447478.0,5.6,Average,15788,538,2.0,2005.0,Adventure|Animation|Comedy|Family|War,UK,English,G,1.85,Color,-15552522.0,-44.43577714285714,35.0,19.447478
Wonder Boys ,107.0,55000000.0,19389454.0,7.4,Hit,54643,0,161.0,2000.0,Comedy|Drama,USA,English,R,2.35,Color,-35610546.0,-64.74644727272727,55.0,19.389454
Superhero Movie ,82.0,35000000.0,25871834.0,4.5,Average,52052,0,82.0,2008.0,Action|Comedy|Sci-Fi|Thriller,USA,English,PG-13,1.85,Color,-9128166.0,-26.080474285714285,35.0,25.871834
Broken City ,109.0,35000000.0,19692608.0,6.2,Hit,63548,0,90.0,2013.0,Crime|Drama|Thriller,USA,English,R,2.35,Color,-15307392.0,-43.73540571428571,35.0,19.692608
Cursed ,99.0,35000000.0,19294901.0,5.0,Average,26126,0,0.0,2005.0,Comedy|Horror,USA,English,PG-13,2.35,Color,-15705099.0,-44.87171142857142,35.0,19.294901
Premium Rush ,91.0,35000000.0,20275446.0,6.5,Hit,95274,20000,192.0,2012.0,Action|Crime|Thriller,USA,English,PG-13,2.35,Color,-14724554.0,-42.07015428571428,35.0,20.275446
Hot Pursuit ,87.0,35000000.0,34507079.0,5.1,Average,34948,0,98.0,2015.0,Action|Comedy|Crime,USA,English,PG-13,2.35,Color,-492921.0,-1.4083457142857143,35.0,34.507079
The Four Feathers ,125.0,35000000.0,18306166.0,6.5,Hit,28130,0,159.0,2002.0,Adventure|Drama|Romance|War,UK,English,PG-13,2.35,Color,-16693834.0,-47.69666857142857,35.0,18.306166
Parker ,118.0,35000000.0,17609982.0,6.2,Hit,90046,17000,138.0,2013.0,Action|Crime|Romance|Thriller,USA,English,R,2.35,Color,-17390018.0,-49.685765714285715,35.0,17.609982
Wimbledon ,98.0,31000000.0,16831505.0,6.3,Hit,51842,0,12.0,2004.0,Comedy|Romance|Sport,UK,English,PG-13,2.35,Color,-14168495.0,-45.70482258064516,31.0,16.831505
Furry Vengeance ,92.0,35000000.0,17596256.0,3.8,Average,12399,0,16.0,2010.0,Comedy|Family,USA,English,PG,1.85,Color,-17403744.0,-49.724982857142855,35.0,17.596256
Bait ,93.0,30000000.0,0.0,5.2,Average,11482,0,0.0,2012.0,Action|Horror|Sci-Fi,Australia,English,R,1.85,Color,-30000000.0,-100.0,30.0,0.0
Krull ,116.0,27000000.0,0.0,6.0,Average,23351,0,170.0,1983.0,Action|Adventure|Fantasy,UK,English,PG,2.35,Color,-27000000.0,-100.0,27.0,0.0
Lions for Lambs ,92.0,35000000.0,14998070.0,6.2,Hit,41170,0,0.0,2007.0,Drama|Thriller|War,USA,English,R,2.35,Color,-20001930.0,-57.14837142857143,35.0,14.99807
Flight of the Intruder ,115.0,35000000.0,14587732.0,5.7,Average,4795,452,468.0,1991.0,Action|Drama|Thriller|War,USA,English,PG-13,2.35,Color,-20412268.0,-58.32076571428571,35.0,14.587732
Walk Hard: The Dewey Cox Story ,120.0,35000000.0,18317151.0,6.7,Hit,55630,0,52.0,2007.0,Comedy|Music,USA,English,R,2.35,Color,-16682849.0,-47.665282857142856,35.0,18.317151
The Shipping News ,111.0,35000000.0,11405825.0,6.8,Hit,28542,0,529.0,2001.0,Drama,USA,English,R,2.35,Color,-23594175.0,-67.41192857142858,35.0,11.405825
American Outlaws ,94.0,35000000.0,13264986.0,6.0,Average,12077,433,10.0,2001.0,Action|Western,USA,English,PG-13,1.85,Color,-21735014.0,-62.10004,35.0,13.264986
The Young Victoria ,100.0,35000000.0,10991381.0,7.3,Hit,44931,0,212.0,2009.0,Biography|Drama|History|Romance,UK,English,PG,2.35,Color,-24008619.0,-68.59605428571427,35.0,10.991381
Whiteout ,101.0,35000000.0,10268846.0,5.5,Average,31918,0,57.0,2009.0,Action|Crime|Mystery|Thriller,USA,English,R,2.35,Color,-24731154.0,-70.66044000000001,35.0,10.268846
The Tree of Life ,139.0,32000000.0,13303319.0,6.7,Hit,136367,39000,0.0,2011.0,Drama|Fantasy,USA,English,PG-13,1.85,Color,-18696681.0,-58.427128125,32.0,13.303319
Knock Off ,91.0,35000000.0,10076136.0,4.8,Average,11512,471,85.0,1998.0,Action|Comedy|Thriller,Aruba,English,R,2.35,Color,-24923864.0,-71.21104,35.0,10.076136
Sabotage ,109.0,35000000.0,10499968.0,5.7,Average,47498,10000,453.0,2014.0,Action|Crime|Drama|Thriller,USA,English,R,1.85,Color,-24500032.0,-70.00009142857144,35.0,10.499968
The Order ,102.0,38000000.0,7659747.0,5.1,Average,14962,704,241.0,2003.0,Action|Mystery|Thriller,USA,English,R,1.85,Color,-30340253.0,-79.84277105263158,38.0,7.659747
Punisher: War Zone ,103.0,35000000.0,7948159.0,6.0,Average,48999,0,189.0,2008.0,Action|Crime|Drama|Thriller,USA,English,R,2.35,Color,-27051841.0,-77.29097428571428,35.0,7.948159
Zoom ,83.0,35000000.0,11631245.0,4.2,Average,15015,494,12.0,2006.0,Action|Adventure|Family|Sci-Fi,USA,English,PG,1.85,Color,-23368755.0,-66.76787142857142,35.0,11.631245
The Walk ,123.0,35000000.0,10137502.0,7.4,Hit,77394,24000,0.0,2015.0,Adventure|Biography|Drama|Thriller,USA,English,PG,2.35,Color,-24862498.0,-71.03570857142857,35.0,10.137502
Warriors of Virtue ,101.0,35000000.0,6448817.0,4.6,Average,2189,0,31.0,1997.0,Action|Adventure|Fantasy,USA,English,PG,2.35,Color,-28551183.0,-81.57480857142858,35.0,6.448817
A Good Year ,117.0,35000000.0,7458269.0,6.9,Hit,70698,9000,0.0,2006.0,Comedy|Drama|Romance,USA,English,PG-13,2.35,Color,-27541731.0,-78.69066000000001,35.0,7.458269
Luther             ,60.0,0.0,0.0,8.6,Hit,70568,20000,,,Crime|Drama|Mystery|Thriller,UK,English,TV-MA,16.0,Color,0.0,,0.0,0.0
Radio Flyer ,114.0,35000000.0,4651977.0,6.9,Hit,10410,892,503.0,1992.0,Drama,USA,English,PG-13,2.35,Color,-30348023.0,-86.70863714285714,35.0,4.651977
"Blood In, Blood Out ",330.0,35000000.0,4496583.0,8.0,Hit,23181,6000,138.0,1993.0,Crime|Drama,USA,English,R,1.66,Color,-30503417.0,-87.15262,35.0,4.496583
Smilla's Sense of Snow ,121.0,35000000.0,2221994.0,6.4,Hit,11747,561,55.0,1997.0,Action|Drama|Sci-Fi|Thriller,Denmark,English,R,2.35,Color,-32778006.0,-93.65144571428571,35.0,2.221994
Femme Fatale ,114.0,35000000.0,6592103.0,6.3,Hit,28584,675,0.0,2002.0,Crime|Drama|Mystery|Thriller,France,English,R,1.85,Color,-28407897.0,-81.16542,35.0,6.592103
Lion of the Desert ,156.0,35000000.0,0.0,8.4,Hit,9852,0,278.0,1980.0,Biography|Drama|History|War,Libya,English,PG,2.35, Black and White,-35000000.0,-100.0,35.0,0.0
The Horseman on the Roof ,135.0,0.0,1877179.0,7.1,Hit,4885,262,22.0,1995.0,Adventure|Drama|Romance|War,France,French,R,2.35,Color,1877179.0,0.0,0.0,1.877179
Ride with the Devil ,148.0,35000000.0,630779.0,6.8,Hit,11101,633,0.0,1999.0,Drama|Romance|War|Western,USA,English,R,2.35,Color,-34369221.0,-98.19777428571429,35.0,0.630779
Biutiful ,148.0,0.0,5100937.0,7.5,Hit,68885,29000,0.0,2010.0,Drama,Mexico,Spanish,R,2.35,Color,5100937.0,0.0,0.0,5.100937
The Lovers ,109.0,0.0,0.0,4.5,Average,2138,677,596.0,2015.0,Action|Adventure|Romance|Sci-Fi,Belgium,English,R,,Color,0.0,,0.0,0.0
Bandidas ,93.0,32000000.0,0.0,5.7,Average,28848,0,18.0,2006.0,Action|Comedy|Crime|Western,France,English,PG-13,2.35,Color,-32000000.0,-100.0,32.0,0.0
Black Water Transit ,103.0,23000000.0,0.0,7.2,Hit,219,26,194.0,2009.0,Crime|Drama,USA,English,,,Color,-23000000.0,-100.0,23.0,0.0
The Maze Runner ,113.0,34000000.0,102413606.0,6.8,Hit,310903,38000,47.0,2014.0,Action|Mystery|Sci-Fi|Thriller,USA,English,PG-13,2.35,Color,68413606.0,201.21648823529412,34.0,102.413606
Unfinished Business ,91.0,35000000.0,10214013.0,5.4,Average,23072,0,31.0,2015.0,Comedy,USA,English,R,2.35,Color,-24785987.0,-70.81710571428572,35.0,10.214013
The Age of Innocence ,139.0,30000000.0,32000000.0,7.2,Hit,36267,0,17000.0,1993.0,Drama|Romance,USA,English,PG,2.35,Color,2000000.0,6.666666666666667,30.0,32.0
The Fountain ,96.0,35000000.0,10139254.0,7.3,Hit,190990,23000,0.0,2006.0,Drama|Sci-Fi,USA,English,PG-13,1.85,Color,-24860746.0,-71.03070285714286,35.0,10.139254
Chill Factor ,102.0,34000000.0,11227940.0,5.2,Average,8367,120,3.0,1999.0,Action|Adventure|Comedy|Drama|Thriller,USA,English,R,2.35,Color,-22772060.0,-66.97664705882353,34.0,11.22794
Stolen ,96.0,35000000.0,183125.0,5.5,Average,36914,0,165.0,2012.0,Action|Crime|Drama|Thriller,USA,English,R,2.35,Color,-34816875.0,-99.47678571428571,35.0,0.183125
Ponyo ,101.0,34000000.0,15081783.0,7.7,Hit,85589,0,6000.0,2008.0,Adventure|Animation|Family|Fantasy,Japan,Japanese,G,1.85,Color,-18918217.0,-55.641814705882354,34.0,15.081783
The Longest Ride ,128.0,34000000.0,37432299.0,7.1,Hit,50041,23000,88.0,2015.0,Drama|Romance,USA,English,PG-13,2.35,Color,3432299.0,10.09499705882353,34.0,37.432299
The Astronaut's Wife ,109.0,34000000.0,10654581.0,5.3,Average,45497,1000,7.0,1999.0,Drama|Sci-Fi|Thriller,USA,English,R,1.85,Color,-23345419.0,-68.66299705882352,34.0,10.654581
I Dreamed of Africa ,114.0,34000000.0,6543194.0,5.6,Average,3740,314,46.0,2000.0,Adventure|Drama|Romance,USA,English,PG-13,2.35,Color,-27456806.0,-80.75531176470588,34.0,6.543194
Playing for Keeps ,105.0,35000000.0,13101142.0,5.7,Average,23916,0,125.0,2012.0,Comedy|Romance|Sport,USA,English,PG-13,2.35,Color,-21898858.0,-62.56816571428572,35.0,13.101142
Mandela: Long Walk to Freedom ,141.0,35000000.0,8324748.0,7.1,Hit,21223,13000,56.0,2013.0,Biography|Drama|History,UK,English,PG-13,2.35,Color,-26675252.0,-76.21500571428571,35.0,8.324748
Reds ,195.0,35000000.0,0.0,7.5,Hit,16255,0,631.0,1981.0,Biography|Drama|History|Romance,USA,English,PG,1.85,Color,-35000000.0,-100.0,35.0,0.0
A Few Good Men ,138.0,40000000.0,141340178.0,7.6,Hit,181879,0,0.0,1992.0,Drama|Thriller,USA,English,R,2.35,Color,101340178.0,253.350445,40.0,141.340178
Exit Wounds ,101.0,33000000.0,51758599.0,5.5,Average,27580,742,43.0,2001.0,Action|Comedy|Crime|Drama|Thriller,USA,English,R,2.35,Color,18758599.0,56.84423939393939,33.0,51.758599
Big Momma's House ,99.0,30000000.0,117559438.0,5.1,Average,66941,1000,67.0,2000.0,Action|Comedy|Crime,USA,English,PG-13,1.85,Color,87559438.0,291.86479333333335,30.0,117.559438
Thunder and the House of Magic ,85.0,34000000.0,4091.0,6.3,Hit,4265,0,0.0,2013.0,Adventure|Animation|Comedy|Family|Fantasy,Belgium,English,,2.35,Color,-33995909.0,-99.98796764705882,34.0,0.004091
The Darkest Hour ,89.0,30000000.0,21426805.0,4.9,Average,49312,0,21.0,2011.0,Action|Adventure|Horror|Sci-Fi|Thriller,USA,English,PG-13,2.35,Color,-8573195.0,-28.57731666666667,30.0,21.426805
Step Up Revolution ,99.0,33000000.0,35057332.0,6.5,Hit,45394,19000,35.0,2012.0,Drama|Music|Romance,USA,English,PG-13,2.35,Color,2057332.0,6.234339393939394,33.0,35.057332
Snakes on a Plane ,105.0,33000000.0,34014398.0,5.6,Average,115649,4000,160.0,2006.0,Action|Adventure|Crime|Drama|Thriller,Germany,English,R,2.35,Color,1014398.0,3.073933333333333,33.0,34.014398
The Watcher ,97.0,33000000.0,28927720.0,5.3,Average,22220,463,10.0,2000.0,Crime|Horror|Mystery|Thriller,USA,English,R,1.85,Color,-4072280.0,-12.340242424242424,33.0,28.92772
The Punisher ,140.0,33000000.0,33682273.0,6.5,Hit,124242,4000,36.0,2004.0,Action|Crime|Drama|Thriller,USA,English,R,2.35,Color,682273.0,2.0674939393939393,33.0,33.682273
Goal! The Dream Begins ,118.0,10000000.0,4280577.0,6.8,Hit,50919,0,41.0,2005.0,Drama|Romance|Sport,USA,English,PG-13,2.35,Color,-5719423.0,-57.194230000000005,10.0,4.280577
Safe ,94.0,30000000.0,17120019.0,6.5,Hit,83097,12000,132.0,2012.0,Action|Crime|Thriller,USA,English,R,2.35,Color,-12879981.0,-42.93327,30.0,17.120019
Pushing Tin ,124.0,38000000.0,8406264.0,6.0,Average,24826,783,179.0,1999.0,Comedy|Drama|Romance,USA,English,R,2.35,Color,-29593736.0,-77.87825263157895,38.0,8.406264
Star Wars: Episode VI - Return of the Jedi ,134.0,32500000.0,309125409.0,8.4,Hit,681857,14000,37.0,1983.0,Action|Adventure|Fantasy|Sci-Fi,USA,English,PG,2.35,Color,276625409.0,851.1551046153846,32.5,309.125409
Doomsday ,113.0,30000000.0,10955425.0,6.0,Average,62770,0,197.0,2008.0,Action|Sci-Fi|Thriller,UK,English,R,2.35,Color,-19044575.0,-63.48191666666667,30.0,10.955425
The Reader ,124.0,32000000.0,34180954.0,7.6,Hit,189812,15000,335.0,2008.0,Drama|Romance,USA,English,R,1.85,Color,2180954.0,6.8154812499999995,32.0,34.180954
Wanderlust ,98.0,0.0,17225675.0,5.6,Average,62198,0,136.0,2012.0,Comedy,USA,English,R,1.85,Color,17225675.0,0.0,0.0,17.225675
Elf ,97.0,33000000.0,173381405.0,6.9,Hit,147597,21000,4000.0,2003.0,Comedy|Family|Fantasy|Romance,USA,English,PG,1.85,Color,140381405.0,425.3981969696969,33.0,173.381405
Phenomenon ,123.0,32000000.0,104632573.0,6.4,Hit,63839,0,226.0,1996.0,Drama|Fantasy|Romance|Sci-Fi,USA,English,PG,2.35,Color,72632573.0,226.97679062499998,32.0,104.632573
Snow Dogs ,99.0,35000000.0,81150692.0,5.1,Average,20219,0,32.0,2002.0,Adventure|Comedy|Family|Sport,Canada,English,PG,1.85,Color,46150692.0,131.85912,35.0,81.150692
Scrooged ,101.0,32000000.0,60328558.0,7.0,Hit,61396,11000,503.0,1988.0,Comedy|Drama|Fantasy,USA,English,PG-13,1.85,Color,28328558.0,88.52674375000001,32.0,60.328558
Nacho Libre ,92.0,32000000.0,80197993.0,5.7,Average,65551,0,100.0,2006.0,Comedy|Family|Sport,Germany,English,PG,1.85,Color,48197993.0,150.618728125,32.0,80.197993
Bridesmaids ,131.0,32500000.0,169076745.0,6.8,Hit,218711,27000,176.0,2011.0,Comedy|Romance,USA,English,R,2.35,Color,136576745.0,420.2361384615385,32.5,169.076745
This Is the End ,107.0,32000000.0,101470202.0,6.7,Hit,310540,97000,133.0,2013.0,Comedy|Fantasy,USA,English,R,2.35,Color,69470202.0,217.09438125,32.0,101.470202
Stigmata ,103.0,29000000.0,50041732.0,6.2,Hit,54390,0,9.0,1999.0,Horror,USA,English,R,2.35,Color,21041732.0,72.55769655172413,29.0,50.041732
Men of Honor ,129.0,32000000.0,48814909.0,7.2,Hit,89424,0,88.0,2000.0,Biography|Drama,USA,English,R,2.35,Color,16814909.0,52.546590625,32.0,48.814909
Takers ,107.0,20000000.0,57744720.0,6.2,Hit,46961,0,34.0,2010.0,Action|Crime|Thriller,USA,English,PG-13,2.35,Color,37744720.0,188.7236,20.0,57.74472
The Big Wedding ,89.0,35000000.0,21784432.0,5.6,Average,37493,0,16.0,2013.0,Comedy,USA,English,R,2.35,Color,-13215568.0,-37.758765714285715,35.0,21.784432
"Big Mommas: Like Father, Like Son ",113.0,32000000.0,37911876.0,4.4,Average,19671,0,14.0,2011.0,Action|Comedy|Crime,USA,English,PG-13,2.35,Color,5911876.0,18.474612500000003,32.0,37.911876
Source Code ,93.0,32000000.0,54696902.0,7.5,Hit,379462,56000,0.0,2011.0,Mystery|Sci-Fi|Thriller,USA,English,PG-13,1.85,Color,22696902.0,70.92781875,32.0,54.696902
Alive ,120.0,32000000.0,36733909.0,7.1,Hit,38949,0,155.0,1993.0,Adventure|Biography|Drama|Thriller,USA,English,R,1.85,Color,4733909.0,14.793465625,32.0,36.733909
The Number 23 ,98.0,32000000.0,35063732.0,6.4,Hit,164608,10000,541.0,2007.0,Mystery|Thriller,USA,English,R,2.35,Color,3063732.0,9.5741625,32.0,35.063732
The Young and Prodigious T.S. Spivet ,105.0,33000000.0,99462.0,7.1,Hit,11347,5000,0.0,2013.0,Action|Adventure|Drama|Family,France,English,PG,2.35,Color,-32900538.0,-99.6986,33.0,0.099462
1941 ,142.0,35000000.0,0.0,5.9,Average,25193,2000,14000.0,1979.0,Action|Comedy|War,USA,English,PG,2.35,Color,-35000000.0,-100.0,35.0,0.0
Dreamer: Inspired by a True Story ,98.0,32000000.0,32701088.0,6.9,Hit,10018,0,61.0,2005.0,Drama|Family|Sport,USA,English,PG,2.35,Color,701088.0,2.1909,32.0,32.701088
A History of Violence ,96.0,32000000.0,31493782.0,7.5,Hit,186606,0,0.0,2005.0,Crime|Drama|Thriller,USA,English,R,1.85,Color,-506218.0,-1.5819312499999998,32.0,31.493782
Transporter 2 ,87.0,32000000.0,43095600.0,6.3,Hit,156267,0,255.0,2005.0,Action|Crime|Thriller,France,English,PG-13,2.35,Color,11095600.0,34.67375,32.0,43.0956
The Quick and the Dead ,107.0,32000000.0,18636537.0,6.4,Hit,69197,0,0.0,1995.0,Action|Thriller|Western,Japan,English,R,1.85, Black and White,-13363463.0,-41.760821875,32.0,18.636537
Laws of Attraction ,90.0,28000000.0,17848322.0,5.9,Average,18771,702,29.0,2004.0,Comedy|Romance,Ireland,English,PG-13,2.35,Color,-10151678.0,-36.25599285714286,28.0,17.848322
Bringing Out the Dead ,121.0,55000000.0,16640210.0,6.8,Hit,53028,0,17000.0,1999.0,Drama|Thriller,USA,English,R,2.35,Color,-38359790.0,-69.74507272727273,55.0,16.64021
Repo Men ,119.0,32000000.0,13763130.0,6.3,Hit,87768,12000,238.0,2010.0,Action|Crime|Sci-Fi|Thriller,USA,English,R,2.35,Color,-18236870.0,-56.99021875,32.0,13.76313
